geocode;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;pnl509;pnn509;pnl513;pnn513;pnl514;pnn514;pnl515;pnn515;pnl516;pnn516;pnl517;pnn517;pnl518;pnn518;pnl519;pnn519;pnl520;pnn520;pnl525;pnn525;pnl526;pnn526;pnl527;pnn527;pnl528;pnn528;pnl529;pnn529;pnl530;pnn530;pnl531;pnn531;pnl532;pnn532;pnl533;pnn533;pnl534;pnn534;pnl535;pnn535;pnl536;pnn536;pnl537;pnn537;pnl540;pnn540;pnl541;pnn541;pnl542;pnn542;pnl543;pnn543;pnl544;pnn544;pnl545;pnn545;pnl547;pnn547;pnl552;pnn552;pnl553;pnn553;pnl554;pnn554;pnl555;pnn555;pnl556;pnn556;pnl557;pnn557;pnl559;pnn559;pnl560;pnn560;pnl561;pnn561;pnl562;pnn562;pnl563;pnn563;pnl564;pnn564;pnl565;pnn565;pnl566;pnn566;pnl567;pnn567;pnl568;pnn568;pnl569;pnn569;pnl570;pnn570;pnl571;pnn571;pnl573;pnn573;pnl574;pnn574;pnl575;pnn575;pnl577;pnn577;pnl579;pnn579;pnl580;pnn580;pnl581;pnn581;pnl582;pnn582;pnl584;pnn584;pnl585;pnn585
46.67.142.113;1;223;206;17;0;139;1;4;6;13;13;13;3;12;7;7;5;0;0;207;0;7;1;8;4;219;80;143;541;521;2;4;0;0;232;136;0;427.58;27.7;37.6;437.48;15.98;1.02;5.18;7.1;29.28;215.64;186.46;1.3;0;4.8;408.2;156;48;4;0;0;1.3;0;0;0;0;0;0;2536;1720;167;163;4;0;0;0;0;0;535;15;5;0;400;12;4;0;1;0;0;0;2;6;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;5.9;110.2;0;0;0.4;0;0;0;2.73;2.2;0.45;1.81;0.2;0;1.46;1.47;22.88;10.41;6.63;0;0;0;0.1;19.01;19.58;1.57;0;0;7.01;1.75;0.2;12.31;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.39;36.95;7393;1.22;339;52.81;8875;15.34;2483;10.02;2524;0.15;10;0;0;0;0;0;0;0;0;0.63;143;0.3;92;1.28;271;0.7;186;2.7;678;0;0;0;0;39.13;0;0.35;137;0.3;126;0.25;190;8.45;2142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.142.114;1;334;280;54;0;176;4;13;10;6;67;7;6;19;2;17;4;1;2;289;1;15;7;22;2;332;119;215;843;876;0;7;15;0;347;201;0;726.29;56.2;76.44;746.53;54.11;9.69;1.1;58.8;123.7;344.37;274.86;1.3;0;2.3;622.83;197;69;12;42.9;0;1.8;0;0;0;0;0;0;3039;2935;161;23;31;0;0;0;0;0;734;26;14;0;677;41;13;0;38;0;0;0;7;3;10;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;46;2.7;183.25;56.9;0;2.92;0;0;0;6.37;8.49;0.6;4.96;0.3;0;0.1;1.13;12.17;5.12;8.82;0;0;0;0;9.81;6.42;1.39;0;0;12.79;0.2;1;112.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.07;30.05;3580;3.95;391;58.45;8532;21.74;2916;2.03;322;2.66;328;0.3;22;0.1;4;0.97;107;0.03;4;0.45;43;0.11;3;1.89;236;1.59;201;0.58;61;0.04;0;1.77;526;86.41;0;6;562;0.4;88;10.35;1915;20.83;10181;0.2;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.142.152;1;960;885;75;0;245;8;97;74;79;162;36;14;94;47;75;19;4;6;434;43;83;88;312;20;940;326;634;2424;2363;2;10;0;0;516;16;0;1385.97;142.6;72.89;1316.26;95.54;16.87;70.61;9;192.02;398.46;668.08;25.2;6.7;25.8;1124.24;757;100;6;98.1;0;22.8;1.4;0;0.1;0;0;0;9877;8170;1447;1726;811;0;3;50;45;13;1712;57;43;0;1277;55;22;0;6;0;0;0;10;0;6;2;0;1;100;5;134;5;3;1;1;4;3;0;0;13;88;204.82;96.63;84.92;0;4.76;0;0;0.01;12.56;7.13;5.07;12.52;3.88;0.4;5.02;3.93;6.62;14.55;11.33;0.2;0;0;0;18.86;9.27;2.9;0;0;4.28;1;1.81;12.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185.18;22471;7.35;1130;163.09;20260;122.17;15649;13.06;2414;11.07;2051;1.66;208;1.29;165;3.25;452;2.25;271;6.02;695;0.63;55;3.32;287;10.71;1811;3.2;455;0.02;0;3.35;1267;74.63;1242;1.53;232;3.84;491;15.34;2590;36.89;7718;1.02;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.142.153;1;478;447;31;0;81;24;46;34;46;176;14;3;29;11;11;3;0;0;343;68;21;9;37;8;470;332;146;1198;1142;0;32;24;0;489;202;0;757.91;27.8;180.97;911.08;59.8;9.9;0.42;162.9;233.02;253.4;392.36;8.9;1.5;21.9;678.06;389;73;6;81.7;0;5.3;1.9;1.1;0.6;0;0;0;4249;60;502;491;146;0;1;0;3;0;976;25;58;0;787;98;22;0;6;0;0;0;3;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;28;92.8;57.3;84.92;0.44;5.82;0.01;0;0.04;5.28;3.13;1.3;13.93;4.01;0.14;1.51;6.12;4.66;9.47;14.57;0.2;0.2;0;0.01;12.42;2.45;1.59;0;0;4.76;0.32;0.6;14.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112.81;10160;3.73;209;89.01;5493;76.43;5487;0.91;562;2.45;211;0.25;12;0.1;4;1.25;114;0.45;21;0.96;32;0.15;7;0.92;11;4.03;331;1.09;49;0.01;0;3.7;559;74.96;0;0.35;7;0.25;7;2.75;731;20.48;3521;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.407.376;1;1871;1673;198;0;392;53;178;122;127;440;75;77;186;57;106;34;12;12;1102;26;105;170;468;57;1814;1027;844;4614;4487;6;11;5;0;1270;551;0;2280.42;140.7;135.25;2274.97;468.43;33.8;88.07;53.1;643.4;710.84;809.13;42.8;14.5;54.3;1631.57;1136;135;19;183.2;0;23.6;0.4;0;0;0;0;1.42;15732;18895;2496;1857;637;30;8;0;26;62;3373;57;33;0;2575;83;7;0;311;0;1;0;13;2;39;5;5;17;7;0;159;2;48;2;9;23;5;0;0;28;463;314.45;214.31;203.12;1.66;6.24;0.25;0.18;0.15;26.81;15.86;7.6;13.57;10.01;0.42;3.06;4.21;10.74;11.33;9.53;4.2;3.3;0.11;0;13.94;45.37;6.07;0;0.02;17.6;2.99;0.15;12;0.11;1.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.42;117.74;32195;8.66;1790;136.8;31510;55.53;10480;3.23;659;6.98;2109;1.37;274;0.57;192;3.19;899;2.03;322;1.24;266;0.43;223;1.46;189;5.47;1980;2.09;351;0;0;10.62;3584;118.51;17489;0.99;214;5.99;10592;15.87;5244;110.79;35514;2.48;316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.407.414;1;848;769;79;0;304;16;82;40;45;154;70;28;64;10;24;6;1;4;396;8;63;62;319;4;844;352;496;2150;2072;0;62;2;0;532;212;0;1875.8;72.5;60.71;1864.01;166.46;29.7;76.24;102.2;374.6;575.66;815.55;22.6;3.8;71.8;1489.41;505;161;31;221.1;0;14.6;4.3;1.5;1.2;0;0.1;2;6856;5395;934;724;460;40;9;0;55;12;1434;28;51;10;1238;93;24;0;59;12;1;0;4;9;15;0;2;1;0;0;0;0;6;3;0;3;0;0;0;0;167;16.79;246.65;198.04;0.2;1.92;0.05;0.1;0.07;7.3;14.39;4.09;2.35;4.14;0.17;0.53;1.33;17.26;4.53;5.94;0.07;0.95;0.1;0.15;36.34;30.79;2.06;0;0;19.46;1.42;2.2;69.82;0;1.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;78;10558;6.08;912;109.81;14200;23.18;3514;1.09;372;2.34;760;1.07;127;0.02;15;0.25;120;1.24;242;0.55;77;0;8;0.87;345;3.47;848;0.11;44;0;0;5.66;1162;263.34;0;4.49;493;0.45;70;19.74;4060;80;25870;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.507.490;1;4998;4373;625;0;1158;172;314;299;155;904;229;132;505;192;488;275;126;49;1858;187;579;872;1502;90;4908;1401;3597;12009;12061;18;58;21;0;1831;724;12;5325.41;379.2;393.8;5340.01;425.83;95.69;130.4;295.1;947.02;1676.44;2377.05;70.3;59.3;209.9;4392.99;2923;395;64;113;0;45.8;5.2;0;0.2;0;0;19.36;29341;25920;4868;4192;3626;30;166;50;318;293;5224;536;214;25;4545;332;109;0;112;22;0;0;26;45;57;112;37;465;0;20;0;1;15;20;35;26;12;0;0;39;249;279.4;510.54;233.72;0.35;8.66;0.35;0.25;0.3;42.3;62.34;9.36;84.48;13.61;3.91;25.39;42.72;68.66;64.74;86.97;3.6;4.26;0.26;1.1;75.9;119.19;17.59;0;0.2;111.32;35.04;2.47;183.64;1.34;4.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.52;538.2;96052;63.02;5839;348.46;60311;298.48;44989;29.6;6356;24.58;4334;10.96;1834;4.45;939;8.76;1471;2.51;527;7.71;1945;3.57;526;17.73;1890;27.33;6477;8.25;1781;4.05;3127;22.01;7853;310.51;28938;8.15;1235;19.29;9525;59.42;19219;256.96;79748;4.77;1110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.507.490;3;136;127;9;0;82;0;3;10;2;20;4;2;9;0;4;0;0;0;136;0;0;0;0;0;136;105;31;358;349;0;14;5;0;174;80;0;276.98;27.2;25.5;275.28;11.04;7.65;8;0;26.69;119.49;126.9;2.2;0;0;248.59;97;36;0;0;0;0;0;0;0;0;0;0;589;0;12;10;0;0;0;0;0;0;246;0;0;0;167;20;0;0;38;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;104;33.35;30.45;3;0;2.83;0;0;0;11.24;1.64;4.45;3.13;2.9;0.02;2.49;1.71;10.13;4.18;3.07;0;0.2;0;0;6.65;11.67;1.37;0;0;5.61;1.01;0;4.9;0.1;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;34.3;4071;1.25;216;20.15;3092;17.03;2658;1.3;278;0.8;140;0.8;171;0.4;98;0;0;0;0;0.2;40;0;0;2.7;514;0;0;3;642;0.4;0;0.5;62;16.25;0;0.4;136;0.5;100;7.12;1366;18.05;3766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.739.415;1;247;221;26;0;125;7;14;21;14;36;9;5;7;2;6;0;0;1;174;0;6;17;50;17;230;184;63;613;606;0;0;0;0;269;44;0;419.02;13.6;95.5;500.92;36.02;1.5;0;8.4;45.92;193.75;258.75;1.3;0;1.2;455;149;52;8;0.6;0;0;6.1;0;0;0;0;0;1891;4300;187;57;88;0;0;0;10;0;566;39;11;0;323;37;0;0;31;0;0;0;4;7;12;0;0;0;0;0;0;0;0;9;0;6;7;0;0;21;76;110.45;108.3;9.5;0;0.01;0;0;0.02;0.65;0.65;0;13.17;0;0;0.11;1.25;5.55;1.1;5.89;0;0;0;0;0.8;0.86;0.45;0;0;10.43;0.7;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.63;3303;6.07;669;25.63;3086;5.61;504;6.18;927;0.81;91;0.5;72;0.1;15;1.2;176;0.02;2;0.6;120;0;0;0.9;23;2.2;357;0.7;112;0;0;0.1;15;73.19;0;0.73;54;0;0;0;0;21.58;3540;0.1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.739.490;1;3069;2690;379;0;964;92;314;229;157;558;83;88;215;53;176;100;30;10;1141;48;184;384;1312;71;2998;845;2224;7819;7462;0;35;0;0;1502;181;0;3768.59;223.9;329.37;3874.06;611.04;22.13;415.04;189;1237.21;1131;1288.15;63.9;3.9;149.9;2636.85;1793;258;27;135.8;0;14.3;4.4;0.1;3.4;0;0;1;24231;17867;3108;1888;2134;70;39;50;153;40;4172;244;115;0;3087;197;49;64;17;0;2;0;18;10;60;6;26;42;2;2;6;0;54;8;0;39;0;0;0;6;304;300.98;531.03;365.1;0.46;14.08;0.01;0.11;0.25;55.53;35.69;13.24;19.69;24.65;2.99;10.08;16.11;48.28;43.79;40.31;1;3.3;0.4;0.11;54.67;28.73;33.61;0;0.16;24.54;6.54;0.6;41.23;0.89;3.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;300.06;31312;48.23;3675;316.36;28182;113.13;9695;15.15;2245;14.71;2017;1.81;575;1.39;355;6.6;1086;2.19;378;2.7;516;0.73;248;3.87;529;18.44;3985;2.47;1431;0.5;0;8.47;3303;196.11;0;2.97;320;2;1303;18.99;4555;41.97;9377;0.42;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.739.491;1;122;107;15;0;43;0;13;16;9;14;6;1;1;11;5;3;0;0;107;5;3;5;2;1;121;97;25;288;278;0;5;3;0;122;88;0;411.19;48.3;43.4;406.29;21.56;0.42;0;0;21.98;85.77;298.54;0;0;0;384.31;65;41;9;14.6;0;0;0.4;0;0;0;0;0;1215;0;32;0;4;0;0;0;0;0;292;15;0;0;168;11;0;0;57;0;0;0;0;10;17;2;0;0;0;0;0;0;0;6;0;12;2;0;0;3;27;40.43;29.4;1.2;0;0.21;0;0;0;2.6;0.3;0.6;3.5;0.11;0;0;0.2;0.3;0.6;0.81;0;0;0;0;0;3.3;0.6;0;0;0.8;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.71;4199;0.98;90;13.59;1426;12.32;1479;0;0;0.8;100;0;0;0;0;0;0;0;0;0.3;12;0;0;1.6;78;0;0;0.4;27;0;0;0.7;920;61.62;0;0;0;0;0;0;0;76.09;22951;1;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.739.677;1;318;296;22;0;96;4;59;24;15;88;9;3;8;1;2;6;3;0;241;21;11;17;28;1;317;240;78;785;775;0;2;2;0;261;178;0;687.32;18.4;78.6;747.52;86.52;1.77;5.65;3.7;97.64;343.81;295.37;1;0;9.7;649.88;190;101;4;0;0;0.9;0;0;0;0;0;0.8;3045;2365;65;45;52;0;0;0;10;0;584;60;0;0;566;0;5;0;62;0;0;0;3;1;1;0;0;0;0;0;0;0;1;1;0;0;8;0;0;0;72;153.25;113.8;7;5.45;4.8;0.2;0;0;1.95;3.65;0.2;3.95;8.2;0.2;0.05;6.45;0.91;7.06;6.12;0;0;0.65;0.25;8.75;14.14;0.2;0;0.3;15.2;2.04;0.5;33.71;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.24;3036;7.05;303;49.92;2571;24.29;795;3.57;241;1.02;176;0.76;63;0.34;21;0.77;61;0.01;2;2.3;86;0.13;8;1.06;107;3.42;334;1.19;62;1.85;0;0.94;144;48.37;0;0.69;76;1.1;13;20.35;3631;37.8;6429;2.24;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.70.001.040;2;515;443;72;0;217;8;11;18;45;62;7;24;60;20;28;9;1;5;94;19;50;85;267;1;514;64;451;1182;1236;0;0;0;0;77;20;0;532.45;51.1;77.33;558.68;26.79;0.96;48.37;39.6;115.72;148.02;266.44;5.9;0.1;22.5;442.96;403;36;3;58.9;0;2.3;1;0.2;0;0;0;0;2920;1900;334;362;309;0;0;0;29;20;540;23;19;0;492;12;13;0;15;0;0;0;3;4;8;1;0;0;0;0;0;0;7;4;0;16;1;0;0;1;3;2.6;76.53;48.93;0.2;2.16;0;0.01;0.02;1.2;0.9;0.05;2.02;0.28;0.1;0.53;0.9;3.34;3.45;3.9;0;0;0;0;1.84;4.58;0.87;0;0;92.84;0.96;0.1;3.21;0.01;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.7;5911;6.01;772;34.79;3598;47.64;4940;1.47;90;1.34;1139;0.16;23;0.2;40;0.88;192;0.08;14;0.37;61;0.05;10;0.16;419;1.27;143;0.41;68;0;0;2.29;1372;44.54;0;0.06;8;0.58;1180;3.85;5791;24.08;32545;0.04;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.70.002.160;2;213;192;21;0;55;1;8;4;12;51;8;0;25;7;32;10;0;0;7;3;53;46;104;1;212;7;206;532;497;0;0;0;0;7;0;0;126.79;4.4;2.63;125.02;14.61;0.72;34.03;0.7;50.06;23.08;51.08;0.7;0;0.1;74.96;116;4;2;0;0;0;0;0;0;0;0;0;1037;970;192;178;333;0;0;50;14;30;140;0;15;0;60;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2.89;0.44;11.35;0;0.63;0;0;0.03;0.13;0;0;0.02;0.07;0;0.01;0.07;0.13;0.63;0.68;0.02;0;0;0;0.02;0.04;0.09;0;0;9.61;0.29;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.21;1961;0.74;101;8.13;1316;10.52;1867;0.82;96;0.92;120;0.01;1;0.02;2;0;0;0;0;0.02;2;0.05;7;0;0;0.16;33;0.09;4;0;0;0.19;106;4.62;0;0.08;10;1.05;6;1.4;2177;11.61;8489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
